Accession,GenBank_RefSeq,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
MT994707.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/NG57839/2020, complete genome",29777,complete,Nigeria,Nigeria,Homo sapiens,3/22/2020,11/24/2020
MT798592.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/HCoV2-Egy-002/2020, complete genome",29859,complete,Egypt,Egypt,Homo sapiens,6/2/2020,7/25/2020
MT627395.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CUNCI- HGC3I013/2020, complete genome",29872,complete,Egypt,Egypt,Homo sapiens,6/2/2020,6/30/2020
MT611442.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CUNCI-HGC4I030/2020, complete genome",29837,complete,Egypt,Egypt,Homo sapiens,6/2/2020,6/29/2020
PP522141.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-F985/2021, complete genome",29777,complete,South Africa,South Africa,Homo sapiens,8/12/2021,3/22/2024
PP522240.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-M667/2021, complete genome",29859,complete,South Africa,South Africa,Homo sapiens,8/23/2021,3/22/2024
PP522248.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-N551/2021, complete genome",29787,complete,South Africa,South Africa,Homo sapiens,12/3/2021,3/22/2024
PP522369.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-0378/2020, complete genome",29821,complete,South Africa,South Africa,Homo sapiens,5/31/2020,3/22/2024
PP522421.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-7223/2020, complete genome",29796,complete,South Africa,South Africa,Homo sapiens,12/2/2020,3/22/2024
PP522454.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-A483/2021, complete genome",29805,complete,South Africa,South Africa,Homo sapiens,1/19/2021,3/22/2024
OQ924222.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H316/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,9/22/2022,5/4/2023
OQ924233.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H356/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,9/25/2022,5/4/2023
OQ286049.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11249/2022, complete genome",29759,complete,Kenya,Kenya,Homo sapiens,11/28/2022,1/19/2023
OQ061284.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C120624/2022, complete genome",29761,complete,Kenya,Kenya,Homo sapiens,11/29/2022,12/16/2022
OQ061294.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11196/2022, complete genome",29764,complete,Kenya,Kenya,Homo sapiens,11/11/2022,12/16/2022
OQ050476.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV300/2020, complete genome",29889,complete,Nigeria,Nigeria,Homo sapiens,8/31/2020,12/15/2022
OQ050543.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV386/2020, complete genome",29822,complete,Nigeria,Nigeria,Homo sapiens,5/22/2020,12/15/2022
OQ050687.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV672/2020, complete genome",29768,complete,Nigeria,Nigeria,Homo sapiens,12/23/2020,12/15/2022
OQ050742.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV736/2021, complete genome",29787,complete,Nigeria,Nigeria,Homo sapiens,1/5/2021,12/15/2022
OQ051042.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2394/2021, complete genome",29845,complete,Nigeria,Nigeria,Homo sapiens,8/11/2021,12/15/2022
OQ051118.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2478/2021, complete genome",29828,complete,Nigeria,Nigeria,Homo sapiens,8/9/2021,12/15/2022
OQ051329.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2696/2021, complete genome",29842,complete,Nigeria,Nigeria,Homo sapiens,8/26/2021,12/15/2022
OQ051425.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2796/2021, complete genome",29846,complete,Nigeria,Nigeria,Homo sapiens,8/19/2021,12/15/2022
OQ051450.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2821/2021, complete genome",29842,complete,Nigeria,Nigeria,Homo sapiens,8/13/2021,12/15/2022
OQ051871.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3148/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/9/2021,12/15/2022
OQ051939.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3422/2021, complete genome",29804,complete,Nigeria,Nigeria,Homo sapiens,9/6/2021,12/15/2022
OQ051982.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3471/2021, complete genome",29803,complete,Nigeria,Nigeria,Homo sapiens,9/27/2021,12/15/2022
OQ052011.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3157/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/20/2021,12/15/2022
OQ052080.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3269/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,8/26/2021,12/15/2022
OQ052746.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4969/2021, complete genome",29797,complete,Nigeria,Nigeria,Homo sapiens,12/17/2021,12/15/2022
OQ052756.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4869/2021, complete genome",29797,complete,Nigeria,Nigeria,Homo sapiens,12/17/2021,12/15/2022
OQ052805.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4827/2021, complete genome",29796,complete,Nigeria,Nigeria,Homo sapiens,12/12/2021,12/15/2022
OQ052856.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV6262/2021, complete genome",29769,complete,Nigeria,Nigeria,Homo sapiens,9/8/2021,12/15/2022
OQ052950.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV6232/2021, complete genome",29752,complete,Nigeria,Nigeria,Homo sapiens,12/13/2021,12/15/2022
OP963521.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C120457/2022, complete genome",29756,complete,Kenya,Kenya,Homo sapiens,11/22/2022,12/7/2022
OP890803.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS10884/2021, complete genome",29806,complete,Kenya,Kenya,Homo sapiens,9/8/2021,11/25/2022
OP711928.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/KEM-21-07-103257/2021, complete genome",29701,complete,Kenya,Kenya,Homo sapiens,7/26/2021,10/24/2022
OP581592.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GMB/10937/2021, complete genome",29782,complete,Gambia,Gambia,Homo sapiens,2/8/2021,10/4/2022
OP522614.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-BM61/2021, complete genome",29758,complete,South Africa: Northern Cape,South Africa,Homo sapiens,2/2/2021,9/26/2022
OP508799.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_E876/2022, complete genome",29724,complete,Djibouti,Djibouti,Homo sapiens,5/16/2022,9/23/2022
OP508817.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_F035/2022, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,5/16/2022,9/23/2022
OP183426.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-11/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,6/29/2022,8/9/2022
OP183434.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-19/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,7/2/2022,8/9/2022
ON871967.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS9185/2021, complete genome",29747,complete,Kenya,Kenya,Homo sapiens,12/21/2021,6/29/2022
ON871972.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS9191/2021, complete genome",29747,complete,Kenya,Kenya,Homo sapiens,12/21/2021,6/29/2022
ON647602.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C299/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/9/2021,6/1/2022
ON603020.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS8007/2022, complete genome",29747,complete,Kenya,Kenya,Homo sapiens,1/3/2022,5/25/2022
ON113309.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B166/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/10/2022,3/30/2022
ON099761.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW001210/2022, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,1/4/2022,3/29/2022
ON099938.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000804/2021, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,12/17/2021,3/29/2022
ON099977.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00945/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/29/2021,3/29/2022
ON078482.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-E055/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,7/15/2021,3/28/2022
ON055778.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/SCV2-GP-N150/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,6/14/2021,3/24/2022
OM765440.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-B781/2021, complete genome",29745,complete,South Africa,South Africa,Homo sapiens,5/10/2021,2/22/2022
OM765571.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C167/2021, complete genome",29882,complete,South Africa,South Africa,Homo sapiens,6/18/2021,2/22/2022
OM765582.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C180/2021, complete genome",29867,complete,South Africa,South Africa,Homo sapiens,6/14/2021,2/22/2022
OM765583.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C181/2021, complete genome",29819,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765816.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-E018/2021, complete genome",29763,complete,South Africa,South Africa,Homo sapiens,7/15/2021,2/22/2022
OM766122.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-I934/2021, complete genome",29835,complete,South Africa,South Africa,Homo sapiens,9/16/2021,2/22/2022
OM739098.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-2911/2020, complete genome",29865,complete,South Africa,South Africa,Homo sapiens,5/7/2020,2/18/2022
OM739142.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3536/2020, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,10/7/2020,2/18/2022
OM739322.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-7563/2020, complete genome",29816,complete,South Africa,South Africa,Homo sapiens,12/10/2020,2/18/2022
OM725344.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0055/2020, complete genome",29833,complete,South Africa,South Africa,Homo sapiens,3/24/2020,2/17/2022
OM720789.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-AM-Z089/2021, complete genome",29804,complete,South Africa,South Africa,Homo sapiens,9/21/2021,2/16/2022
OM720816.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5241/2020, complete genome",29816,complete,South Africa,South Africa,Homo sapiens,4/29/2020,2/16/2022
OM720835.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5557/2020, complete genome",29839,complete,South Africa,South Africa,Homo sapiens,5/8/2020,2/16/2022
OM720839.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5664/2020, complete genome",29823,complete,South Africa,South Africa,Homo sapiens,5/14/2020,2/16/2022
OM721003.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6585/2021, complete genome",29819,complete,South Africa,South Africa,Homo sapiens,6/30/2021,2/16/2022
OM721041.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6625/2021, complete genome",29812,complete,South Africa,South Africa,Homo sapiens,5/13/2021,2/16/2022
OM635069.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A428/2021, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,12/31/2021,2/9/2022
OM635116.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B135/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/5/2022,2/9/2022
OL691391.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C69618/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,11/4/2020,12/2/2021
OL691418.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C69951/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,11/5/2020,12/2/2021
OL601597.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-18420/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/8/2021,11/22/2021
OL601636.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-3555/2020, complete genome",29781,complete,Nigeria: Oyo,Nigeria,Homo sapiens,7/17/2020,11/22/2021
OL601670.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-21604/2021, complete genome",29778,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/26/2021,11/22/2021
OL601676.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-21632/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/26/2021,11/22/2021
OL601802.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23633/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/11/2021,11/22/2021
OL351392.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_092/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/21/2021,11/4/2021
OK104640.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A054/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,8/31/2021,9/14/2021
OK104655.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A069/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,8/30/2021,9/14/2021
OK001872.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A078/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/20/2021,9/2/2021
OK001876.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A082/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/1/2021,9/2/2021
OK001893.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A099/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,4/28/2021,9/2/2021
OK001908.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A114/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/5/2021,9/2/2021
OK001928.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A137/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/14/2021,9/2/2021
MZ970737.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B85/2021, complete genome",29763,complete,Djibouti,Djibouti,Homo sapiens,4/12/2021,8/31/2021
MZ664015.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/nmimr-SLE-SARS-CoV-2-SLSEQ067/2021, complete genome",29726,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/28/2021,7/28/2021
MZ520078.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B374/2021, complete genome",29782,complete,Djibouti,Djibouti,Homo sapiens,2/9/2021,7/8/2021
MZ436895.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/SL20/2021, complete genome",29844,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/13/2021,6/23/2021
MZ436899.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/SL24/2021, complete genome",29837,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/10/2021,6/23/2021
MZ380261.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A029/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/11/2021,6/14/2021
MZ380270.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A044/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,3/7/2021,6/14/2021
MZ350130.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-25774/2021, complete genome",29733,complete,Ghana,Ghana,Homo sapiens,2/9/2021,6/6/2021
MZ149969.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-015-21/2020, complete genome",29764,complete,Togo,Togo,Homo sapiens,12/22/2020,5/9/2021
MZ087811.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Egypt-Army-Thirdwave-320/2021, complete genome",29883,complete,Egypt,Egypt,Homo sapiens,4/25/2021,5/4/2021
MZ043008.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY65/2021, complete genome",29899,complete,Egypt,Egypt,Homo sapiens,4/18/2021,4/27/2021
MW916315.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY-ARMY-MCL-UK-Strain001/2021, complete genome",29857,complete,Egypt,Egypt,Homo sapiens,4/1/2021,4/13/2021
MW662143.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-145/2021, complete genome",29773,complete,Ghana,Ghana,Homo sapiens,1/10/2021,2/25/2021
MW598435.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-9793/2020, complete genome",29898,complete,Ghana,Ghana,Homo sapiens,11/13/2020,2/12/2021
MW467466.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_58/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,7/23/2020,1/13/2021
MW467473.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_68/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/29/2020,1/13/2021
MW467502.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_P_37/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,7/28/2020,1/13/2021
PQ140564.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ETH/EPHI-DU2504-08/2022, complete genome",29783,complete,Ethiopia,Ethiopia,Homo sapiens,8/1/2022,8/11/2024
OZ121488.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/isolate/SN_IRPM_40089 genome assembly, complete genome: monopartite",29873,complete,Senegal:Dakar,Senegal,Homo sapiens,6/24/2024,7/23/2024
PP522088.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-M255/2021, complete genome",29821,complete,South Africa,South Africa,Homo sapiens,8/2/2021,3/22/2024
PP522117.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-4581/2020, complete genome",29864,complete,South Africa,South Africa,Homo sapiens,6/12/2020,3/22/2024
PP522174.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-2685/2020, complete genome",29777,complete,South Africa,South Africa,Homo sapiens,5/3/2020,3/22/2024
PP522180.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-2926/2020, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,5/8/2020,3/22/2024
PP522192.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-3218/2020, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,5/5/2020,3/22/2024
PP522196.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-3251/2020, complete genome",29813,complete,South Africa,South Africa,Homo sapiens,5/6/2020,3/22/2024
PP522222.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-4255/2020, complete genome",29777,complete,South Africa,South Africa,Homo sapiens,6/9/2020,3/22/2024
PP522253.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-O129/2021, complete genome",29837,complete,South Africa,South Africa,Homo sapiens,12/15/2021,3/22/2024
PP522431.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-8725/2020, complete genome",29759,complete,South Africa,South Africa,Homo sapiens,12/23/2020,3/22/2024
PP522446.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-A216/2021, complete genome",29805,complete,South Africa,South Africa,Homo sapiens,1/14/2021,3/22/2024
PP522472.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-D365/2021, complete genome",29771,complete,South Africa,South Africa,Homo sapiens,7/5/2021,3/22/2024
OQ521352.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CMR/CERI-NPHL-K026045/2021, complete genome",29844,complete,Cameroon,Cameroon,Homo sapiens,2/15/2021,12/31/2023
OQ521404.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CMR/CERI-KRISP-K026409/2021, complete genome",29829,complete,Cameroon,Cameroon,Homo sapiens,6/1/2021,12/31/2023
OR353182.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MRT/394445/2021, complete genome",29692,complete,Mauritania,Mauritania,Homo sapiens,10/17/2021,7/27/2023
OR099113.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11589/2021, complete genome",29722,complete,Kenya,Kenya,Homo sapiens,12/17/2021,6/7/2023
OQ989757.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H435/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,10/14/2022,5/16/2023
OQ924197.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H172/2022, complete genome",29705,complete,Djibouti,Djibouti,Homo sapiens,8/13/2022,5/4/2023
OQ924211.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H276/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,9/20/2022,5/4/2023
